,name,disc,college
1705,Vibrations of Plates and Shells,Mechanical Engineering,IISc Bangalore
1706,Robotics and Control : Theory and Practice,Mechanical Engineering,IIT Roorkee
1707,Dynamics and Control of Mechanical Systems,Mechanical Engineering,IISc Bangalore
1708,Acoustic Materials and Metamaterials,Mechanical Engineering,IIT Roorkee
1709,Heat Treatment and Surface Hardening - II,Mechanical Engineering,IIT Kanpur
1710,Power Plant Engineering,Mechanical Engineering,IIT Roorkee
1711,Phase Transformation in Materials,Mechanical Engineering,IIT Kanpur
1712,Principles of Industrial Engineering,Mechanical Engineering,IIT Roorkee
1713,Manufacturing of Composites,Mechanical Engineering,IIT Kanpur
1714,Applied Ergonomics,Mechanical Engineering,IIT Kanpur
1715,Theory Of Mechanisms,Mechanical Engineering,IIT Madras
1716,Heat Exchangers: Fundamentals and Design Analysis,Mechanical Engineering,IIT Kharagpur
1717,Sustainability through Green Manufacturing Systems: An Applied Approach,Mechanical Engineering,IIT Kanpur
1718,Robotics,Mechanical Engineering,IIT Kharagpur
1719,Advanced Machining Processes,Mechanical Engineering,IIT Guwahati
1720,Mechatronics,Mechanical Engineering,IIT Roorkee
1721,Noise Management & Control,Mechanical Engineering,IIT Kanpur
1722,Design Practice,Mechanical Engineering,IIT Kanpur
1723,Introduction To Composites,Mechanical Engineering,IIT Kanpur
1724,Product Design and Manufacturing,Mechanical Engineering,IIT Kanpur
1725, Computational Fluid Dynamics,Mechanical Engineering,IIT Kharagpur
1726,Engineering Mechanics,Mechanical Engineering,IIT Madras
1727,Foundations of Computational Materials Modelling,Mechanical Engineering,IIT Madras
1728,Concepts of Thermodynamics,Mechanical Engineering,IIT Kharagpur
1729,Fundamentals of combustion for propulsion,Mechanical Engineering,IIT Madras
1730,Electronic Packaging and Manufacturing,Mechanical Engineering,IIT Kharagpur
1731,Kinematics of Mechanisms and Machines,Mechanical Engineering,IIT Kharagpur
1732,Introduction to Fluid Mechanics,Mechanical Engineering,IIT Kharagpur
1733,Basics of Materials Engineering,Mechanical Engineering,IIT Madras
1734,Computational Fluid Dynamics using Finite Volume Method,Mechanical Engineering,IIT Madras
1735,Conduction and Convection Heat Transfer,Mechanical Engineering,IIT Kharagpur
1736,Phase Equilibria in Materials (Nature & Properties of Materials-II),Mechanical Engineering,IIT Kanpur
1737,Advanced Composites,Mechanical Engineering,IIT Kanpur
1738,Engineering Metrology,Mechanical Engineering,IIT Kanpur
1739,Wheeled Mobile Robots,Mechanical Engineering,IIT Palakkad
1740,Smart Materials and Intelligent System Design,Mechanical Engineering,IIT Kanpur
1741,Fundamentals of Combustion,Mechanical Engineering,IIT Madras
1742,Computational Heat Transfer and Fluid Flow,Mechanical Engineering,IISc Bangalore
1743,Design Practice - II,Mechanical Engineering,IIT Kanpur
1744,Oil Hydraulics and Pneumatics,Mechanical Engineering,IIT Madras
1745,Micro and Smart Systems,Mechanical Engineering,IISc Bangalore
1746,Robotics: Advanced Concepts and Analysis,Mechanical Engineering,IISc Bangalore
1747,Introduction to Turbomachines,Mechanical Engineering,IIT Madras
1748,Mechanics and Control of Robotic Manipulators,Mechanical Engineering,IIT Palakkad
1749,Inverse Methods in Heat Transfer,Mechanical Engineering,IIT Madras
1750,Advanced Manufacturing Processes,Mechanical Engineering,IIT Roorkee
1751,Engineering Thermodynamics,Mechanical Engineering,IIT Madras
1752,Advanced Manufacturing Processes,Mechanical Engineering,IIT Roorkee
1753,Advanced Concepts in Fluid Mechanics,Mechanical Engineering,IIT Kharagpur
1754,Applied Mechanics - Fluid Mechanics Laboratory,Mechanical Engineering,IIT Madras
1755,Computational Fluid Dynamics,Mechanical Engineering,IIT Roorkee
1756,Advanced Gas Dynamics,Mechanical Engineering,IIT Madras
1757,Interfacial Fluid Mechanics,Mechanical Engineering,IIT Madras
1758,Computational Fluid Dynamics,Mechanical Engineering,IIT Roorkee
1759,Rapid Manufacturing,Mechanical Engineering,IIT Kanpur
1760,Applied Thermodynamics,Mechanical Engineering,IIT Madras
1761,Fundamentals of Nuclear Power Generation,Mechanical Engineering,IIT Guwahati
1762,Heat Transfer,Mechanical Engineering,IIT Madras
1763,Metal Casting,Mechanical Engineering,IIT Roorkee
1764,Advances in welding and joining technologies,Mechanical Engineering,IIT Guwahati
1765,Metal Casting,Mechanical Engineering,IIT Roorkee
1766,Introduction to Machining and Machining Fluids ,Mechanical Engineering,IIT Guwahati
1767,High Performance Computing for Scientists and Engineers,Mechanical Engineering,IIT Kharagpur
1768,Computational Fluid Dynamics for Turbomachinery,Mechanical Engineering,IIT Madras
1769,Processing of non metals,Mechanical Engineering,IIT Roorkee
1770,Engineering drawing and computer graphics,Mechanical Engineering,IIT Kharagpur
1771,Processing of non metals,Mechanical Engineering,IIT Roorkee
1772,Vibration control,Mechanical Engineering,IIT Roorkee
1773,Mechanics of Machining,Mechanical Engineering,IIT Guwahati
1774,Turbulent Combustion: Theory and Modelling,Mechanical Engineering,IIT Kanpur
1775,Design and Optimization of Energy systems,Mechanical Engineering,IIT Madras
1776,Vibration control,Mechanical Engineering,IIT Roorkee
1777,Principle of Hydraulic Machines and System Design,Mechanical Engineering,IIT Guwahati
1778,Engineering Fracture Mechanics,Mechanical Engineering,IIT Madras
1779,Welding Engineering,Mechanical Engineering,IIT Roorkee
1780,Introduction to Abrasive Machining and Finishing Processes,Mechanical Engineering,IIT Guwahati
1781,Welding Engineering,Mechanical Engineering,IIT Roorkee
1782,Theory of Rectangular Plates-Part1,Mechanical Engineering,IIT Guwahati
1783,Tools in Scientific Computing,Mechanical Engineering,IIT Kharagpur
1784,Experimental Stress Analysis,Mechanical Engineering,IIT Madras
1785,Computational Fluid Dynamics,Mechanical Engineering,IIT Kharagpur
1786,Fundamentals of Industrial Oil Hydraulics and Pneumatics,Mechanical Engineering,IIT Kharagpur
1787,Fundamentals of Industrial Oil Hydraulics and Pneumatics,Mechanical Engineering,IIT Kharagpur
1788,Machinery fault diagnosis and signal processing,Mechanical Engineering,IIT Kharagpur
1789,Advanced Dynamics,Mechanical Engineering,IIT Kharagpur
1790,Random vibrations & Failure Analysis,Mechanical Engineering,IIT Madras
1791,Biomechanics of Joints and Orthopaedic Implants,Mechanical Engineering,IIT Kharagpur
1792,Rocket Propulsion,Mechanical Engineering,IIT Madras
1793,Acoustics,Mechanical Engineering,IIT Kanpur
1794,Solar Energy Technology,Mechanical Engineering,IIT Kharagpur
1795,"Elements of metal cutting, Machine tools, gear cutting and CNC machining",Mechanical Engineering,IIT Kharagpur
1796,Solar Energy Technology,Mechanical Engineering,IIT Kharagpur
1797,Advanced Machining Processes,Mechanical Engineering,IIT Kanpur
1798,Finite Element Method,Mechanical Engineering,IIT Kharagpur
1799,Principles of Mechanical Measurement,Mechanical Engineering,IIT Guwahati
1800,Biomicroelectromechanical systems,Mechanical Engineering,IIT Kanpur
1801,Technology of Surface Coating,Mechanical Engineering,IIT Kharagpur
1802,IC Engines and Gas Turbines,Mechanical Engineering,IIT Guwahati
1803,Computational Fluid Dynamics and Heat Transfer,Mechanical Engineering,IIT Kanpur
1804,Vibration of Structures,Mechanical Engineering,IIT Kharagpur
1805,Fundamental of Welding Science and Technology,Mechanical Engineering,IIT Guwahati
1806,Computer Aided Engineering Design,Mechanical Engineering,IIT Kanpur
1807,Vibration of Structures,Mechanical Engineering,IIT Kharagpur
1808,Polymer Assisted Abrasive Finishing Processes,Mechanical Engineering,IIT Guwahati
1809,Manufacturing Automation,Mechanical Engineering,IIT Kanpur
1810,Engine Combustion,Mechanical Engineering,IIT Kanpur
1811,Computer Integrated Manufacturing,Mechanical Engineering,IIT Kanpur
1812,Machining Science,Mechanical Engineering,IIT Kanpur
1813,Mathematical Methods in Engineering and Science,Mechanical Engineering,IIT Kanpur
1814,Foundations of Cognitive Robotics,Mechanical Engineering,IIT Kanpur
1815,Optical Measurement Techniques in Thermal Sciences,Mechanical Engineering,IIT Kanpur
1816,RAC Product Design,Mechanical Engineering,IIT Delhi
1817,Advanced Engineering Thermodynamics,Mechanical Engineering,IIT Guwahati
1818,Principles of Vibration Control,Mechanical Engineering,IIT Kanpur
1819,Mathematical Modeling Of Manufacturing Processes,Mechanical Engineering,IIT Guwahati
1820,Two-Phase flow with phase change in conventional and miniature channels,Mechanical Engineering,IIT Guwahati
1821,Introduction to Robotics,Mechanical Engineering,IIT Kanpur
1822,Engineering Drawing,Mechanical Engineering,IIT Guwahati
1823,Applied Thermodynamics For Engineers,Mechanical Engineering,IIT Guwahati
1824,Muffler Acoustics – Application to Automotive Exhaust Noise Control,Mechanical Engineering,IIT Kanpur
1825,Fundamentals of Conduction and Radiation,Mechanical Engineering,IIT Guwahati
1826,Elements of Solar Energy Conversion,Mechanical Engineering,IIT Kanpur
1827,Gas Dynamics,Mechanical Engineering,IIT Guwahati
1828,Steam Power Engineering,Mechanical Engineering,IIT Guwahati
1829,Manufacturing Processes _ Casting and Joining,Mechanical Engineering,IIT Kanpur
1830,Nonlinear Vibration,Mechanical Engineering,IIT Guwahati
1831,Dynamic Behaviour Of Materials,Mechanical Engineering,IIT Guwahati
1832,Computational Fluid Dynamics and Heat Transfer,Mechanical Engineering,IIT Kanpur
1833,Thermodynamics,Mechanical Engineering,IIT Delhi
1834,Nonlinear Vibration,Mechanical Engineering,IIT Guwahati
1835,Plastic Working Of Metallic Materials,Mechanical Engineering,IIT Guwahati
1836,Theory & Practice of Rotor Dynamics,Mechanical Engineering,IIT Guwahati
1837,Fundamentals Of Artificial Intelligence,Mechanical Engineering,IIT Guwahati
1838,Production Technology: Theory and Practice,Mechanical Engineering,IIT Kanpur
1839,Theory & Practice of Rotor Dynamics,Mechanical Engineering,IIT Guwahati
1840,Aircraft Propulsion,Mechanical Engineering,IIT Guwahati
1841,Introduction to Turbomachinery,Mechanical Engineering,IIT Kanpur
1842,Robot Motion Planning,Mechanical Engineering,IIT Kanpur
1843,Basic Thermodynamics,Mechanical Engineering,IISc Bangalore
1844,Heat and Mass Transfer,Mechanical Engineering,IISc Bangalore
1845,Materials Science,Mechanical Engineering,IISc Bangalore
1846,Metal Additive Manufacturing,Mechanical Engineering,IIT Kanpur
1847,Computational Fluid Dynamics for Incompressible Flows,Mechanical Engineering,IIT Guwahati
1848,Conduction and Convection: Fundamentals and Applications,Mechanical Engineering,IIT Kanpur
1849,Experimental Methods in Fluid Mechanics,Mechanical Engineering,IIT Guwahati
1850,Automation & Controls,Mechanical Engineering,IIT Delhi
1851,Automation in Manufacturing,Mechanical Engineering,IIT Guwahati
1852,Tribology,Mechanical Engineering,IIT Delhi
1853,Fundamentals of Compressible Flow,Mechanical Engineering,IIT Guwahati
1854,Tribology,Mechanical Engineering,IIT Delhi
1855,Finite Element Method: Variational Methods to Computer Programming,Mechanical Engineering,IIT Guwahati
1856,Computational Continuum Mechanics,Mechanical Engineering,IIT Guwahati
1857,Fundamentals of Convective Heat Transfer,Mechanical Engineering,IIT Guwahati
1858,Theory of Composite Shells,Mechanical Engineering,IIT Guwahati
1859,Finite element modeling of welding processes,Mechanical Engineering,IIT Guwahati
1860,Nonlinear Vibration,Mechanical Engineering,IIT Guwahati
1861,Evolutionary Computation for Single and Multi-Objective Optimization,Mechanical Engineering,IIT Guwahati
1862,Viscous Fluid Flow,Mechanical Engineering,IIT Guwahati
1863,Industrial Engineering,Mechanical Engineering,IIT Roorkee
1864,Industrial Engineering,Mechanical Engineering,IIT Roorkee
1865,Manufacturing Processes I,Mechanical Engineering,IIT Roorkee
1866,Second Level Course in Heat Transfer,Mechanical Engineering,IIT Bombay
1867,Welding Application Technology,Mechanical Engineering,IIT Guwahati
1868,Manufacturing Processes I,Mechanical Engineering,IIT Roorkee
1869,Convective Heat and Mass Transfer,Mechanical Engineering,IIT Bombay
1870,Fundamentals of Additive Manufacturing Technologies,Mechanical Engineering,IIT Guwahati
1871,Strength of Materials,Mechanical Engineering,IIT Roorkee
1872,Applied Thermodynamics,Mechanical Engineering,IIT Guwahati
1873,Strength of Materials,Mechanical Engineering,IIT Roorkee
1874,Cryogenic Engineering,Mechanical Engineering,IIT Bombay
1875,Solid Mechanics,Mechanical Engineering,IIT Delhi
1876,Mechanics of Fiber Reinforced Polymer Composite Structures,Mechanical Engineering,IIT Guwahati
1877,Design For Manufacturing,Mechanical Engineering,IIT Bombay
1878,Introduction to Nuclear Engineering,Mechanical Engineering,IIT Bombay
1879,Laser Based Manufacturing,Mechanical Engineering,IIT Guwahati
1880,Advanced Thermodynamics and Combustion,Mechanical Engineering,IIT Guwahati
1881,Advanced Finite Elements Analysis,Mechanical Engineering,IIT Madras
1882,Advanced Operations Research,Mechanical Engineering,IIT Madras
1883,Applied Thermodynamics,Mechanical Engineering,IIT Madras
1884,Fundamentals of Operations Research,Mechanical Engineering,IIT Madras
1885,Introduction to Finite Element Method,Mechanical Engineering,IIT Madras
1886,Machine Design II,Mechanical Engineering,IIT Madras
1887,Introduction to Uncertainty Analysis and Experimentation,Mechanical Engineering,IIT Delhi
1888,Mechanical Measurements and Metrology,Mechanical Engineering,IIT Madras
1889,Mechanical Measurements and Metrology,Mechanical Engineering,IIT Madras
1890,Principles of Mechanical Measurements,Mechanical Engineering,IIT Madras
1891,Strength of Materials,Mechanical Engineering,IIT Madras
1892,Engineering Graphics and Design,Mechanical Engineering,IIT Delhi
1893,Basic Thermodynamics,Mechanical Engineering,IIT Kharagpur
1894,Design of Machine Elements I,Mechanical Engineering,IIT Kharagpur
1895,Design of Machine Elements I,Mechanical Engineering,IIT Kharagpur
1896,Manufacturing Processes II,Mechanical Engineering,IIT Kharagpur
1897,Manufacturing Processes II,Mechanical Engineering,IIT Kharagpur
1898,Refrigeration and Air Conditioning,Mechanical Engineering,IIT Kharagpur
1899,Refrigeration and Air Conditioning,Mechanical Engineering,IIT Kharagpur
1900,Forming,Mechanical Engineering,IIT Madras
1901,Variational Methods in Mechanics,Mechanical Engineering,IISc Bangalore
1902,Spray Theory and Applications,Mechanical Engineering,IIT Madras
1903,Conduction And Radiation,Mechanical Engineering,IIT Madras
1904,Basic Thermodynamics,Mechanical Engineering,IIT Kanpur
1905,Optimization from fundamentals,Mechanical Engineering,IIT Bombay
1906,Dynamics of Machines,Mechanical Engineering,IIT Kanpur
1907,Finite Element Method,Mechanical Engineering,IIT Kanpur
